Flow Duration,Total Fwd Packets,Total Backward Packets,Packet Length Mean,Packets/s,SYN Flag Count,ACK Flag Count,Average Packet Size,Idle Mean,Attack Type
72184,473,102,1012.51278917142,2704.64931826395,96,522,532.112204298832,414.565025753762,HTTP Flood
16471,746,9,72.9987391830319,10308.5873938529,2379,4,72.3613122492105,85.9851471915663,SYN Flood
21775,1163,144,942.523267532255,6313.28159680318,22,168,988.888656470178,188.851966036034,HTTP Flood
104748,43,36,549.954495473669,116.885488241879,1,10,985.968813150795,1296.29962884179,Normal Traffic
13380,1480,7,61.8491691462763,15652.1755639476,4391,2,57.8799003483715,47.1767151149824,SYN Flood
59337,12,35,508.810170272863,168.572280993102,1,7,753.779867854476,1155.19781891555,Normal Traffic
61246,17,31,792.595755404751,181.514046984618,0,11,769.509127809821,2213.12410426178,Normal Traffic
1620,2654,1,162.624449332426,25140.1546754497,1,0,143.694086203893,20.2152329031328,UDP Flood
3328,1917,4,51.4485694867784,19206.3132046333,3953,2,84.5979639180523,61.7859154062256,SYN Flood
69574,735,97,475.687979761953,8220.37922209638,65,723,1162.67286965667,64.9986144906537,HTTP Flood
40702,1574,218,1086.26494926026,6199.49476917222,40,813,1370.14841804918,425.909017657646,HTTP Flood
12639,1514,57,421.830768452702,4654.40439234419,41,360,1090.00508696058,170.066715200746,HTTP Flood
197550,30,44,245.981483885149,32.7167795728907,0,16,468.171512925013,3162.44397729892,Normal Traffic
13269,3780,4,147.710463017254,23042.1673120714,0,0,180.966426797045,38.778241923374,UDP Flood
25604,1454,468,669.642754531627,5557.46300004421,77,601,762.030093331145,451.97949553364,HTTP Flood
2580,1332,2,183.00702355306,12925.9788939045,1,0,154.450363019594,41.5777344090789,UDP Flood
13879,1472,6,87.6230455471127,6794.45659274106,1060,3,97.9207033729243,54.1434476609845,SYN Flood
20714,1863,197,309.191474651559,9225.88522992637,58,655,615.367659676817,429.472620529136,HTTP Flood
56970,29,47,631.495938166741,192.82967485574,1,10,388.761259388732,3150.76851436389,Normal Traffic
18009,1418,3,43.9701233035109,6005.42118556284,1547,3,96.1198320452627,86.5841475419942,SYN Flood
114820,23,46,782.45972388487,142.482329620233,2,5,734.164394272784,2936.85255739057,Normal Traffic
13043,568,5,67.4579124727105,6289.60602918817,3086,3,75.6346940228824,7.18994186574961,SYN Flood
65674,1415,194,466.604252008403,7405.26499970627,54,235,1191.74303962874,301.08958262883,HTTP Flood
18627,1747,281,840.459650181733,7726.98913090023,12,703,1113.29477148391,206.378318367486,HTTP Flood
137498,11,13,673.281358343216,87.5426207969254,2,6,452.311557952151,1084.14760984187,Normal Traffic
133122,42,43,221.004748884083,132.531552005548,1,17,682.024775845605,2929.42483433101,Normal Traffic
30129,968,484,1181.14860654011,9479.47655184854,39,573,1218.05650978202,475.413340295091,HTTP Flood
41593,1233,338,873.986448042514,8045.28312447525,25,784,1245.20109111785,253.235638555839,HTTP Flood
6947,2425,0,46.4130025052219,9108.07729558057,2658,1,69.8609385623415,18.5574602745048,SYN Flood
154185,29,36,662.468370958328,144.543148631119,2,12,746.111509576617,1788.97066466807,Normal Traffic
7852,1780,3,54.7886745746042,19104.742298589,2104,0,87.1231152486672,59.0093399488008,SYN Flood
14869,3051,1,70.7244071701494,16554.4033750428,1,0,163.310159895525,34.9619497217778,UDP Flood
153333,21,28,328.374223212942,52.3817916931238,2,13,440.637937779866,3406.74643448186,Normal Traffic
4215,1518,1,84.7301851211664,8808.26016441602,2742,4,46.7735851420232,34.344428329401,SYN Flood
60954,13,47,584.979145296413,21.591357171025,2,9,943.854800245605,4277.71141468146,Normal Traffic
79626,759,148,634.057947181256,9165.49974934495,62,743,1145.69152706251,446.486452499251,HTTP Flood
172177,41,47,557.215796755163,58.1809822293101,1,17,937.939271351486,2769.57496299277,Normal Traffic
11067,579,446,500.873663748165,2632.42942930342,44,664,686.184342616523,484.734524489156,HTTP Flood
7629,1263,7,93.2690868978999,13582.203166796,4585,3,55.3359416929308,44.5405428577835,SYN Flood
12660,3990,0,99.0419188587712,10927.9060618015,0,0,101.48406157613,20.5156813821469,UDP Flood
8206,3815,0,96.9177557631494,16013.0133852166,1,1,137.253436462579,22.0487694223204,UDP Flood
18715,792,0,45.3401906789608,18298.4616894673,1855,2,68.9182667275421,67.8072512321917,SYN Flood
9847,2188,3,114.342602714444,18986.7031817634,1,0,188.507443155459,37.3325716418798,UDP Flood
68117,1891,358,843.865509550277,1474.2049270005,62,105,1083.28620220135,98.6309373407275,HTTP Flood
166421,24,46,549.309938055554,127.566694637791,1,5,858.917453535833,4784.30247227533,Normal Traffic
7398,619,9,70.8629947906612,5975.68936605711,4153,2,81.7452561106605,0.594175584435441,SYN Flood
4695,2785,6,84.1649286602251,11904.9047716675,3263,4,74.4573297286408,18.6333476344407,SYN Flood
18165,2492,9,51.6243359814886,9005.9141035904,2877,1,104.903108315683,76.0807541431077,SYN Flood
39655,1915,406,885.21915761991,9577.8268568076,34,487,578.786209203475,260.595105464851,HTTP Flood
16823,959,9,70.3034680162245,8565.48140459343,1132,2,60.9852680132428,44.4605599236101,SYN Flood
117435,5,37,468.480884793475,17.9772314928218,0,12,654.148060102476,1221.43926775364,Normal Traffic
94811,31,26,563.687938960088,112.790550796256,1,6,940.389504896158,4226.83123098025,Normal Traffic
5669,1980,3,111.727021308723,21329.9967506925,0,0,124.065331479507,15.7769635364927,UDP Flood
6800,1565,1,197.453123180496,21272.2110279129,0,1,187.229419983149,7.62842633663349,UDP Flood
162181,40,5,278.028669506683,107.210786400065,2,10,800.725617370395,3326.35535139902,Normal Traffic
2197,1467,3,120.733125112566,22292.5895963296,1,1,289.185572259215,11.9547696493308,UDP Flood
61938,33,31,480.892484780618,156.942399078627,1,13,815.224780298246,2795.40546260801,Normal Traffic
106886,12,9,484.573052258756,101.059417083762,0,19,844.409537047455,3152.48404015925,Normal Traffic
130623,23,22,348.144456000551,99.1641931919002,0,9,470.225986184958,2485.08368202158,Normal Traffic
23639,680,275,859.022575519941,6211.15171213043,35,856,683.152891150142,253.179371701298,HTTP Flood
57767,1018,245,389.721032916634,9810.86937030581,49,509,885.466583277926,357.597181479994,HTTP Flood
64669,581,443,1057.67162693789,4938.48191999171,66,470,1359.41152703947,406.914217340137,HTTP Flood
9150,1276,7,96.9722462268191,18659.1876105891,4496,2,84.9518482401141,1.05671227744429,SYN Flood
78028,603,108,700.63435325805,8482.83935228303,93,834,510.390666041836,405.941154374801,HTTP Flood
10638,1114,0,41.8469861342584,15349.5351821259,2406,1,47.7000466590181,19.6139349733872,SYN Flood
6052,1172,3,93.3215928870879,5334.52557347965,2920,0,77.7000573298822,39.0515697684394,SYN Flood
75059,1560,243,704.944795925062,3748.53700067845,41,366,522.006163324646,197.998472620963,HTTP Flood
185504,40,14,705.966854561842,87.9942008715054,1,16,431.142753928752,2081.39436198234,Normal Traffic
17480,1998,6,79.3477767939832,10724.3156626491,4101,4,91.9235573814571,4.05006864819195,SYN Flood
93088,7,37,657.489730685332,91.8869413649562,2,9,934.138169864253,3453.60738608868,Normal Traffic
22705,1200,305,866.859507007123,4447.09788059019,23,785,1281.02804194295,307.69154464626,HTTP Flood
6756,2119,7,62.9418758750027,18345.4058799134,3205,1,40.7364533912514,69.5329406452567,SYN Flood
10240,2760,0,85.9246314383083,14895.0328968317,0,1,263.789674862268,28.8485827388398,UDP Flood
13482,1078,3,49.7027666998065,15081.2658590909,1645,2,99.3287067154671,8.73273725584691,SYN Flood
1937,4323,2,177.940312301063,8484.35454467661,0,0,243.191780827879,22.729805347736,UDP Flood
43370,1917,434,652.98441974118,1995.36811002064,86,688,1392.28337201519,392.481711895238,HTTP Flood
10959,2070,2,142.76587019625,10489.4981449729,0,1,154.998225957984,9.00685135661031,UDP Flood
4146,2568,0,90.6655799872052,6109.44780906434,4845,4,87.9749051382448,54.4572091488834,SYN Flood
70044,532,58,391.255395449712,7346.57873686419,79,104,945.192960216003,429.316299463523,HTTP Flood
186312,45,10,274.629698744795,107.504785913788,2,9,678.152086745033,1415.83750364956,Normal Traffic
5979,2875,8,61.6277817489553,17251.1791920902,3442,4,77.7968263083158,8.90161247338962,SYN Flood
8652,1907,3,154.874328467527,26761.7344439998,0,0,187.347335558928,16.894607229673,UDP Flood
11660,1955,68,620.411454434097,6794.86552314702,35,988,1013.20845665004,239.834285145268,HTTP Flood
2324,1701,0,90.9729487085063,27182.10775269,0,1,239.16570307243,20.5578318977653,UDP Flood
11982,3076,0,79.673321385212,26146.3980973827,1,1,210.32934721961,38.9289727067608,UDP Flood
5060,1513,7,75.8114116470695,10894.3820995502,4879,2,81.9428786699801,58.7933733034265,SYN Flood
8835,4666,2,137.677906652025,27853.9778625215,0,0,124.980788925433,3.99929789703483,UDP Flood
34802,714,249,953.13703544192,7030.0100185883,17,401,527.750597988638,71.9508859535087,HTTP Flood
35410,1981,496,443.936459711569,9940.90644432605,11,727,564.107997666445,455.420790206161,HTTP Flood
162816,22,30,337.216645640219,139.457072515856,1,15,852.239774076107,3343.11308372419,Normal Traffic
5414,1957,1,96.0734843525969,14130.312918242,4829,2,56.0176748630933,74.1107041629681,SYN Flood
9498,3757,3,81.9386086914327,20298.1438576896,1,1,293.750688488561,36.4380729166192,UDP Flood
17864,1151,3,65.0229236992541,7673.49648367375,2386,3,59.974485147146,78.9004884560695,SYN Flood
1897,1887,0,94.558248784363,18603.0924772858,4179,4,83.1958581777108,15.0345874731767,SYN Flood
87131,19,28,528.020312334061,30.4466951043732,1,19,324.611475189836,1730.5005210124,Normal Traffic
59823,30,19,638.297816575274,156.975020954329,0,14,716.790361134076,1626.11685366296,Normal Traffic
134076,8,29,516.359108549154,172.665174812611,2,15,753.62122263865,3263.55442040704,Normal Traffic
1546,1522,0,168.723787507536,14144.3249074716,0,0,294.130326609558,38.6159846686876,UDP Flood
7610,2394,8,94.4913757417902,14769.7984583936,4885,4,114.599669961099,97.5893337895899,SYN Flood
14386,4174,0,157.247120241667,23149.1894548609,0,0,266.629060772485,30.5268713653366,UDP Flood
58381,558,394,417.739283638664,8390.36308515613,38,804,1219.94555313576,87.5727818666828,HTTP Flood
15457,1977,3,53.1994676138158,18051.5818751616,1542,1,106.355731180933,76.5432216744772,SYN Flood
9596,3351,3,75.2434262443632,23948.0891427516,0,0,219.239289344498,2.67491040443425,UDP Flood
80746,39,20,794.32761966208,31.7419885363481,0,16,476.625920984622,2211.0704304697,Normal Traffic
7197,4841,0,157.121648604742,11384.9853279844,0,0,153.547443754913,3.45172083988333,UDP Flood
58742,1513,225,603.182475161278,1576.0706727638,16,344,563.76987806541,99.1561388894374,HTTP Flood
60757,1474,198,942.043000046824,4204.37539632722,22,608,1134.96813966626,198.688067312298,HTTP Flood
10611,1200,5,63.2278305382689,8351.18817394438,3264,3,83.1605259187436,18.705683602638,SYN Flood
28941,556,226,1017.31921290688,1183.21074469882,25,700,1212.96017776443,110.682266674254,HTTP Flood
3723,2600,1,147.593706189487,19928.3041874936,0,0,283.60951397629,42.8883546433204,UDP Flood
12137,3473,0,189.064387981964,19183.6361123,0,0,113.700592620426,36.2932355413236,UDP Flood
22531,409,360,915.09782454753,3804.60519715186,64,495,1422.27571660032,444.170759157604,HTTP Flood
62674,496,364,320.374941085873,4074.12972550982,59,899,587.776361031587,460.570473514422,HTTP Flood
5323,3949,2,69.0869374700538,18312.5233295571,0,1,177.213586690345,33.1300251440143,UDP Flood
11771,4324,2,71.4228282541698,24275.4898384729,1,1,221.849262075156,16.2758990815633,UDP Flood
114925,33,20,483.738279686543,176.092429609835,2,8,502.80958861675,4364.38468246441,Normal Traffic
77151,1164,381,753.367309740621,9713.79831216731,45,165,1229.93327187068,81.2909118155074,HTTP Flood
8205,1492,4,45.6526218167496,16307.0522565282,4839,4,113.031678424499,14.5567758652501,SYN Flood
3344,3334,3,180.687119976658,9147.45907877324,0,1,187.888456259098,49.2088321447441,UDP Flood
116690,20,8,495.158660063437,143.501639113063,0,14,868.99568007573,2386.87504494364,Normal Traffic
3686,779,3,49.128873215171,13496.9990896945,1176,1,80.1362387341079,36.3880393626883,SYN Flood
6607,930,6,71.2760652294439,8407.23633255419,3400,2,84.6621219523133,49.6029894253544,SYN Flood
176174,21,12,768.437149751868,30.3408639252954,1,15,730.149622178635,3792.28218561361,Normal Traffic
71808,966,448,756.654977149608,7915.89298831862,63,208,1024.29794445245,117.631177195638,HTTP Flood
188429,36,47,528.177950822833,26.9080458227059,0,9,624.755384418424,2966.95177207596,Normal Traffic
9857,4779,0,160.341469575403,9748.81846375912,0,1,114.701655360535,39.6952200066345,UDP Flood
7572,1981,0,91.1808135392755,8232.22974178362,3045,0,108.171165108358,83.6938844809956,SYN Flood
12432,1612,2,176.917662868049,25091.3819066828,0,1,141.653564253514,10.9394372903792,UDP Flood
189788,34,15,220.201506928324,109.324426896755,2,12,858.989086691419,3231.51673431154,Normal Traffic
8667,4138,1,162.75110366266,18784.4627925238,0,1,212.390828501974,12.8732666265963,UDP Flood
28328,1920,425,961.64501011208,2553.92151534139,57,170,937.33837366283,167.60764553652,HTTP Flood
1061,2752,2,115.077900689059,19140.0575783594,1,0,108.97349261252,28.4430398680589,UDP Flood
12498,1855,4,69.5086793393474,13182.3222208544,4025,0,57.5939638431499,25.1112286819006,SYN Flood
69851,1430,130,789.474695993566,3938.41265461722,88,983,1398.94744551537,413.188742978855,HTTP Flood
2284,924,2,85.7592093946891,9906.37259002458,1941,1,59.4695770725101,94.191054485148,SYN Flood
18209,307,351,1169.24735819822,9286.33595310614,81,320,1425.99916235107,177.218502838026,HTTP Flood
65084,1943,265,1054.22647112429,9300.26143301693,33,390,1412.93180149785,323.476330192709,HTTP Flood
26834,1800,343,356.576145837015,3784.83027271439,73,437,693.397567486088,298.921052696492,HTTP Flood
6794,4571,3,186.718742478186,17504.9396975825,1,0,171.577706145138,33.1157762221063,UDP Flood
131317,16,29,584.381355681552,54.4404169797187,0,16,593.253084588762,1363.74179965216,Normal Traffic
15893,1229,3,69.5074379574201,18371.8259683456,1089,2,63.3211086675483,77.7812143443917,SYN Flood
3233,2505,4,109.661495512654,23438.604989687,1,1,295.254320087408,43.5834454634756,UDP Flood
17791,1398,236,705.39160205105,8930.9543846159,30,968,1199.21483714742,75.7839988771966,HTTP Flood
11017,1908,286,485.790595256878,5813.97642961301,85,932,991.141723651921,318.73245326503,HTTP Flood
4407,2026,1,77.8004281267914,9141.12704104116,3871,4,84.2357514862314,7.5477914424029,SYN Flood
10531,2076,6,89.8849973158187,11937.4141101866,2853,2,88.0861439205114,46.8288567672868,SYN Flood
12528,2895,5,82.9704326173858,18573.9427547272,4701,3,49.7245303614615,55.4580671535624,SYN Flood
56357,1243,57,1089.82346514474,5307.01360042531,88,560,521.801677151164,95.7896403629985,HTTP Flood
2443,3393,3,195.716015759266,14742.0700897099,1,1,289.641412363093,13.7103802530122,UDP Flood
56102,34,42,721.366551367487,43.1062463126221,2,14,547.845193648566,1894.41019329468,Normal Traffic
58392,16,12,269.442564007223,175.041531566451,2,12,747.274115381299,1099.2688457806,Normal Traffic
6829,2712,2,145.338515066673,21807.3478693054,0,1,185.263933360863,41.6044158840415,UDP Flood
40593,647,459,785.928541935879,1074.63978494071,44,593,1300.88171215537,272.865368234968,HTTP Flood
19074,2705,8,54.6873711417655,13651.4127115389,1992,1,61.7168530416793,82.8054972969273,SYN Flood
79191,1236,391,722.295947681505,9696.24665043547,17,964,1359.88096444867,395.431708499896,HTTP Flood
2965,4477,3,123.523846273202,26927.7073657882,0,1,265.042998980915,45.7549953803931,UDP Flood
14556,962,4,66.5845559760069,12432.6376599596,1105,4,67.8476438006299,88.1189236894309,SYN Flood
172537,23,23,223.859578993142,165.913763958551,1,18,556.675215792087,3461.71566013171,Normal Traffic
16487,1561,173,447.922538132193,6278.2000651602,94,341,1425.49471034009,104.622773943767,HTTP Flood
51078,851,418,719.945320749548,7712.99050023416,68,942,519.987755571007,421.03848496411,HTTP Flood
4395,1740,7,55.9326510881945,11009.8677265693,3098,0,42.7985498812923,10.3781928176672,SYN Flood
1929,920,2,68.2666212998652,17738.2871704116,2327,0,55.8118224895692,12.6526914049076,SYN Flood
21598,1355,441,1017.15515821622,4849.9489180549,50,307,713.782145282347,423.29487281539,HTTP Flood
5068,4340,3,103.592687166745,25329.5920795012,0,0,147.089365110333,48.9078437818411,UDP Flood
4523,3054,0,156.655067403116,21369.9004524168,1,0,140.116806016648,1.04924908781424,UDP Flood
12525,1073,4,80.7589999188132,15857.0416494579,2519,1,49.6812573398919,3.28354290838776,SYN Flood
61093,43,5,626.066033853024,79.1238318167774,2,16,327.304494533973,1952.499373016,Normal Traffic
10801,2424,3,126.067275388042,9429.78572745291,1,1,257.791667002069,23.8524968858441,UDP Flood
13755,4705,3,83.2987213104244,20745.999581184,0,0,189.368250893059,30.4733401553236,UDP Flood
189487,34,13,651.063303823456,53.9812182234678,2,5,549.247109383401,2137.15315638184,Normal Traffic
30708,1441,54,677.5690702368,7665.35938198483,69,687,740.932205678921,350.493630055826,HTTP Flood
93303,30,27,730.978584908353,153.703511220748,1,7,567.65433174314,1162.34284853878,Normal Traffic
9761,4790,1,179.654341835042,18784.4320882379,0,1,267.563118162023,49.1986779091187,UDP Flood
4496,1249,1,135.223436260505,22769.3486842661,0,0,272.468322392775,37.5394088227,UDP Flood
2095,830,0,58.6088332654481,18990.2285354075,2842,1,113.631186520003,81.9138637751632,SYN Flood
3911,2437,1,47.7287844257793,19730.6013138647,3651,4,53.6346561503997,58.1943641505783,SYN Flood
3744,4669,4,116.943934206784,14931.4492557401,0,1,276.439955723494,25.7259999144172,UDP Flood
51864,1997,255,608.266099507339,5896.48314023178,14,432,669.284357466167,370.002019472003,HTTP Flood
4891,1340,4,80.6249183170665,11219.3009359472,3873,3,105.136871870629,86.8465341212369,SYN Flood
10658,4945,3,141.765412095727,15994.4341619229,1,1,164.70947165933,27.6205233434004,UDP Flood
5175,2604,0,75.2851747512819,9725.83953977982,3522,2,84.601461173382,44.9459193183741,SYN Flood
10696,1131,9,82.8348750450181,15544.4849531697,3212,3,112.692444907229,40.6399852854497,SYN Flood
62418,808,380,1181.51800473496,8686.89844397095,30,864,907.339880531034,396.110440143303,HTTP Flood
5858,1549,8,70.4014720603779,12998.0099655356,3209,4,108.858284751047,25.7578782497999,SYN Flood
14593,3059,3,172.057408865515,21384.9742826686,0,0,211.144573824978,39.8732245186312,UDP Flood
101991,9,45,758.484378389894,199.315675799021,1,12,401.018430581237,1667.80071613788,Normal Traffic
85222,13,26,697.410639527295,94.3332458000472,0,11,784.150381381323,4704.77194565851,Normal Traffic
17006,2847,8,85.256939982113,11589.54908492,4478,1,100.394538645779,83.1138964435383,SYN Flood
3793,2406,3,47.5926675228045,10978.1557154807,2716,3,77.6989349833318,13.7103188074329,SYN Flood
55801,24,40,705.338447806369,155.380462475186,2,12,989.92051376696,4971.3285267279,Normal Traffic
4130,2290,7,73.4171254998505,9943.13200285823,2969,4,67.5899026954568,2.90387826597744,SYN Flood
18424,2929,7,63.8555121586388,16572.2731222539,4413,3,107.475235493179,90.5955209749383,SYN Flood
52040,1037,468,838.99023463953,2474.41587643614,73,507,939.15867095774,345.973405520536,HTTP Flood
7270,4052,3,61.393507599871,14100.3988379053,0,1,298.074904593442,18.1368434060438,UDP Flood
74177,643,163,540.081415416433,1605.81676079389,13,466,1088.11177111493,61.5889702492129,HTTP Flood
46462,312,313,926.596557772527,9047.00062790326,77,755,1057.78027276727,195.980866003201,HTTP Flood
96271,49,18,312.148664365077,167.197745416968,0,17,315.387270366736,1912.40151160954,Normal Traffic
69749,1147,287,440.508079359026,2110.98658049687,36,375,1402.84089226098,456.554367381998,HTTP Flood
118840,11,40,519.147623914558,87.142242324161,1,16,748.760272507512,4162.05443013459,Normal Traffic
825,4604,4,122.732755791429,28754.3538178845,1,0,207.619387094567,17.0837019975641,UDP Flood
137939,13,46,335.767464928539,156.995887330177,1,18,727.263241847184,1033.98231442884,Normal Traffic
10065,1034,2,97.4598084885384,16376.8362096369,4138,4,85.8578366044995,34.5446385805513,SYN Flood
76962,10,43,777.386121792671,84.1228445907845,1,13,975.926881966619,3265.29152066613,Normal Traffic
19799,543,8,90.4269748983283,10475.6854021417,4581,2,57.0333828483445,99.1401863049612,SYN Flood
45927,463,96,837.299741790599,9783.02186379279,18,765,905.706959818873,195.566313196883,HTTP Flood
4518,2597,2,71.685701325474,17326.0769247279,1,1,166.195213887494,21.145331592696,UDP Flood
68826,1698,136,1197.21577323432,7666.25450802406,13,284,1132.62598715114,403.165100688932,HTTP Flood
1447,4533,0,116.981510913225,9250.45934375603,1,1,298.601607256833,46.5898827232999,UDP Flood
18810,2152,5,47.2952409720116,5630.67194113917,1009,3,71.651745695737,70.1599349899597,SYN Flood
51456,731,60,337.496700386966,9259.8484282957,44,731,1496.61470404527,266.301066310654,HTTP Flood
64063,1182,186,739.28564059893,3017.62597836426,16,764,608.06817149041,202.233849615815,HTTP Flood
152468,16,36,212.402821335143,104.410148515009,2,9,960.63646754841,2663.65461719004,Normal Traffic
176063,30,18,473.587565455962,81.3338108369034,0,14,519.91344468588,1253.01363559472,Normal Traffic
10950,2015,0,46.182501605859,10572.7936286536,1253,0,61.2597100949329,91.5992001362077,SYN Flood
11910,2491,0,129.80742485728,9224.65521323638,0,1,256.336241591924,11.6069476182666,UDP Flood
15961,1773,6,73.5581123246096,12953.7128954936,4045,3,92.3043727507465,42.7431071160214,SYN Flood
14613,2517,0,188.912922181094,22171.9179837263,0,1,103.342218747545,2.73796930551534,UDP Flood
18650,1105,428,991.975759823133,2809.99961069562,94,845,648.46549048326,360.230671056314,HTTP Flood
78910,922,395,1031.7992416237,8711.42923755565,62,790,815.882709772417,319.175812348589,HTTP Flood
21851,706,470,1099.37871382176,6156.51512575519,97,755,870.177089164125,276.406428034396,HTTP Flood
7899,3340,0,161.336015455212,10710.2215369423,1,0,128.215784303875,29.4792143876675,UDP Flood
168324,8,33,708.316663420149,97.8543236133827,1,9,710.065875950671,2647.78619444905,Normal Traffic
69855,1037,418,916.661571785846,4643.43227646137,70,398,1464.97929604611,50.7007556714866,HTTP Flood
10308,1217,6,70.1441676088076,13424.2423968718,4253,3,63.736503133592,88.2805679188485,SYN Flood
12893,4183,1,146.390714200872,22164.638461854,0,0,109.105099959949,8.75989271190806,UDP Flood
8217,2128,1,179.011762986289,27678.238344932,1,1,166.683600289203,1.95280894082195,UDP Flood
153481,45,28,764.269103441704,58.0317043629969,2,17,873.773901946321,4220.37350719811,Normal Traffic
10686,2669,5,45.5110202337521,8221.30498737624,1228,2,78.6944356606293,99.5549264739569,SYN Flood
78752,558,438,1045.05644639496,1762.09963768291,22,314,878.970079294453,187.683216435068,HTTP Flood
